2025-12-07	17:13:35	652388.55
2025-12-07	18:36:33	652388.55
2025-12-08	10:50:03	652620.23
2025-12-08	18:10:03	654587.00
2025-12-08	19:30:02	654334.47
2025-12-08	20:25:03	655373.12
2025-12-08	22:00:02	653986.20
2025-12-08	23:00:02	654799.41
2025-12-09	00:00:02	652353.61
2025-12-09	08:49:32	653864.45
2025-12-09	09:00:03	653969.94
2025-12-09	10:00:03	653959.12
2025-12-09	11:00:03	653309.18
2025-12-09	12:00:02	653843.49
2025-12-09	13:00:02	653243.36
2025-12-09	14:00:04	651977.74
2025-12-09	15:00:02	652654.15
2025-12-09	16:00:03	653423.93
2025-12-09	17:00:03	655361.30
2025-12-09	19:00:03	656384.31
2025-12-09	20:00:04	656641.39
2025-12-09	21:00:04	657468.57
2025-12-09	22:00:05	657180.57
2025-12-09	23:00:05	658005.97
2025-12-10	00:00:05	660996.75
2025-12-10	11:00:01	660835.87
2025-12-10	12:00:01	658643.49
2025-12-10	13:00:04	659075.66
2025-12-10	14:00:03	660263.21
2025-12-10	15:00:02	659352.24
2025-12-10	16:00:02	658903.55
2025-12-10	17:00:04	657915.47
2025-12-10	18:00:04	657921.92
2025-12-10	19:00:02	657629.17
2025-12-10	20:00:02	657839.48
2025-12-10	21:00:02	657675.21
2025-12-10	22:00:03	658096.91
2025-12-10	23:00:03	656535.88
2025-12-11	00:00:03	656265.67
2025-12-11	01:00:04	657394.60
2025-12-11	02:00:04	656646.88
2025-12-11	03:00:04	656306.26
2025-12-11	04:00:05	658213.13
2025-12-11	05:00:03	660013.59
2025-12-11	06:00:05	660072.69
2025-12-11	07:00:04	659878.13
2025-12-11	08:00:04	659490.40
2025-12-11	09:00:05	660530.71
2025-12-11	10:00:05	660278.16
2025-12-11	11:00:06	658254.19
2025-12-11	12:00:05	656641.06
2025-12-11	13:00:10	656868.92
2025-12-11	14:00:02	657016.81
2025-12-11	15:00:02	657256.32
2025-12-11	16:00:02	657970.49
2025-12-11	17:00:03	657409.96
2025-12-11	18:00:03	657798.01
2025-12-11	19:00:03	657575.92
2025-12-11	20:00:02	656315.92
2025-12-11	21:00:03	656856.46
2025-12-11	22:00:03	655500.50
2025-12-11	23:00:02	655862.60
2025-12-12	00:00:04	660029.37
2025-12-12	01:00:03	663123.27
2025-12-12	02:00:02	664271.96
2025-12-12	03:00:04	663785.70
2025-12-12	04:00:02	665121.60
2025-12-12	05:00:03	665434.32
2025-12-12	06:00:03	666034.85
2025-12-12	07:00:04	666072.80
2025-12-12	08:00:03	665025.28
2025-12-12	09:00:04	665095.42
2025-12-12	10:00:03	664766.14
2025-12-12	11:00:03	664924.85
2025-12-12	12:00:03	665234.32
2025-12-12	13:00:03	664811.84
